콘텐츠아이디,제목_x,지번주소_x,위도,경도,조회수,좋아요수,리뷰수,북마크수,소셜네트워크공유수,인기점수,읍면,시,관광객수,카드사용금액,관광지개수,콘텐츠분류.1,콘텐츠분류.2,관광지면적,ratio,rank_,읍면동별_관광지면적,오버투어리즘,인구혼잡도,연락처,imgpath,소개
CNTS_000000000020531,제이앤클로이,제주특별자치도 서귀포시 대정읍 무릉리 3869-4,33.25718,126.18884,1938,0,0,4,1,3876,대정읍,서귀포시,4956729,65.2,171,숙박,0,545,9.65,0,1397166.1,3.547702023402944,0,,,
CNTS_000000000021179,월정소랑,제주특별자치도 제주시 구좌읍 월정리 694-1,33.557644,126.79286,1499,0,0,1,0,2998,구좌읍,제주시,8197921,87.7,439,숙박,0,2679,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_200000000007212,제주소주 코스모스밭,제주특별자치도 제주시 조천읍 와산리 779,33.496897,126.6866519,1913,0,0,9,2,3826,조천읍,제주시,9102603,134.3,300,관광지,2,327.4,9.52,0,16587189.8,0.5487730658269793,0,,,
CNTS_000000000020534,밥게스트하우스,제주특별자치도 제주시 한림읍 협재리 1752-1,33.393745,126.24189,1844,1,1,4,3,3696,한림읍,제주시,7826109,109.7,270,숙박,0,876,10.03,0,38482491.7,0.2033680423037679,0,,,
CONT_000000000500855,로그빌리지 펜션,제주특별자치도 서귀포시 표선면 표선리 2098-11,33.32674,126.82066,1861,0,0,0,0,3722,표선면,서귀포시,5707617,99.4,183,숙박,0,1009,8,0,30090733.4,0.1896802222839806,0,,,
CNTS_200000000007756,함덕찜,제주특별자치도 제주시 조천읍 함덕리 955-8,33.5416773,126.6728881,1831,0,0,5,2,3662,조천읍,제주시,9102603,134.3,300,음식점,1,876,9.52,0,16587189.8,0.5487730658269793,0,,,
CNTS_000000000019276,제주비치펜션,제주특별자치도 제주시 애월읍 고내리 328-4,33.471894,126.3495201,1790,0,0,2,0,3580,애월읍,제주시,13178838,173.6,403,숙박,0,876,8.59,0,60903578.3,0.2163885664497976,0,,,
CNTS_000000000018931,오로라식당,제주특별자치도 제주시 우도면 연평리 1401-3,33.50793,126.95436,1857,0,1,2,0,3719,우도면,제주시,1710982,31.7,134,음식점,1,1263,2.26,0,4055278.5,0.421914796,0,,,
CNTS_000000000018404,제주광어직판장,제주특별자치도 서귀포시 표선면 표선리 43,33.325676,126.84353,1457,0,1,4,0,2914,표선면,서귀포시,5707617,99.4,183,음식점,1,3593,8,0,30090733.4,0.1896802222839806,0,,,
CNTS_200000000009079,추자북경,제주특별자치도 제주시 추자면 신양리 673-1,33.9354341,126.3227638,415,0,0,0,0,830,추자면,제주시,823407,19,101,음식점,1,10469,2.18,0,1097795.8,0.7500547916106073,0,,,
CNTS_000000000021994,커피가게쉬고가게,제주특별자치도 서귀포시 표선면 표선리 40-71,33.3225332,126.8228665,2013,1,1,1,0,4034,표선면,서귀포시,5707617,99.4,183,음식점,1,104,8,0,30090733.4,0.1896802222839806,0,,,
CNTS_000000000021046,수제홍과일모찌,제주특별자치도 제주시 연동 294-25,33.48444,126.494316,1891,0,0,0,2,3782,연동,제주시,12933413,347.2,187,음식점,1,568,27.7,0,15770385,0.8201076257808544,0,,,
CNTS_000000000020211,아프리카게스트하우스,제주특별자치도 제주시 조천읍 신흥리 62-1,33.548946,126.65166,1934,0,1,2,1,3873,조천읍,제주시,9102603,134.3,300,숙박,0,292,9.52,0,16587189.8,0.5487730658269793,0,,,
CNTS_000000000020679,그꽃,제주특별자치도 제주시 구좌읍 월정리 417,33.556217,126.79276,1800,0,1,2,0,3605,구좌읍,제주시,8197921,87.7,439,쇼핑,5,876,7.16,0,11479537.6,0.7141333811215532,0,,,
CONT_000000000500817,노을담은뜨락,제주특별자치도 서귀포시 대정읍 무릉리 3878-9,33.270264,126.2004199,1909,0,0,0,0,3818,대정읍,서귀포시,4956729,65.2,171,숙박,0,876,9.65,0,1397166.1,3.547702023402944,0,,,
CNTS_000000000018959,모실래기해녀해물촌,제주특별자치도 제주시 우도면 연평리 2516,33.502426,126.94404,2006,1,1,2,0,4020,우도면,제주시,1710982,31.7,134,음식점,1,387,2.26,0,4055278.5,0.421914796,0,,,
CONT_000000000501151,일도 국수,제주특별자치도 제주시 일도이동 1045-7,33.5072272,126.5306595,1753,0,2,5,0,3516,일도2동,제주시,3188022,19,29,음식점,1,2242,93.03,0,100920,31.589595719381688,0,,,
CNTS_200000000008512,오후여섯시펜션,제주특별자치도 제주시 애월읍 곽지리 1622-41,33.4521596,126.3077543,778,0,0,0,1,1556,애월읍,제주시,13178838,173.6,403,숙박,0,7341,8.59,0,60903578.3,0.2163885664497976,0,,,
CNTS_000000000020180,봉you,제주특별자치도 서귀포시 안덕면 서광리 280-1,33.28684,126.3283,1831,1,2,12,0,3675,안덕면,서귀포시,11308881,142.5,335,음식점,1,876,6.31,0,13056845.1,0.8661266112439368,0,,,
CNTS_000000000021331,추자도중앙식당,제주특별자치도 제주시 추자면 대서리 5-15,33.9642903,126.2929862,1853,0,1,0,0,3711,추자면,제주시,823407,19,101,음식점,1,1484,2.18,0,1097795.8,0.7500547916106073,0,,,
CNTS_000000000021507,대수포구,제주특별자치도 제주시 한림읍 수원리 1027-7,33.426956,126.27057,1850,0,0,1,1,3700,한림읍,제주시,7826109,109.7,270,관광지,2,1009,10.03,0,38482491.7,0.2033680423037679,0,,,
CNTS_200000000007812,한복담_카테고리변경_삭제,제주특별자치도 제주시 연동 272-33 3층,33.4885493,126.4911887,1386,1,0,0,8,2775,연동,제주시,12933413,347.2,187,관광지,2,3838,27.7,0,15770385,0.8201076257808544,0,,,
CONT_000000000500782,간드락게스트하우스,제주특별자치도 제주시 아라이동 1371-5,33.4853213,126.5439807,1963,0,0,0,0,3926,아라동,제주시,2434115,25.8,73,숙박,0,876,9.77,0,15144822.2,0.1607225867597178,0,,,
CNTS_000000000018873,돈채,제주특별자치도 제주시 우도면 연평리 1751-13,33.49396,126.95229,1453,0,0,0,0,2906,우도면,제주시,1710982,31.7,134,음식점,1,3937,2.26,0,4055278.5,0.421914796,0,,,
CNTS_000000000019593,남바마버거,제주특별자치도 제주시 구좌읍 월정리 348-1,33.554363,126.79115,1885,0,1,11,0,3770,구좌읍,제주시,8197921,87.7,439,음식점,1,407,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_000000000022851,4·3해원방사탑,제주특별자치도 제주시 일도2동 837-20,33.50547,126.53451,2020,0,0,1,1,4040,일도2동,제주시,3188022,19,29,관광지,2,641,93.03,0,100920,31.589595719381688,0,,,
CNTS_200000000009178,사슴책방,제주특별자치도 제주시 조천읍 대흘리 1514-1,33.4958502,126.6588722,1743,1,0,4,0,3489,조천읍,제주시,9102603,134.3,300,쇼핑,5,1613,9.52,0,16587189.8,0.5487730658269793,0,,,
CNTS_000000000020687,하와유제주,제주특별자치도 제주시 애월읍 하귀2리 1436-5,33.482147,126.405624,1793,0,1,5,0,3591,애월읍,제주시,13178838,173.6,403,음식점,1,1028,8.59,0,60903578.3,0.2163885664497976,0,,,
CNTS_000000000021195,비양도 올레카페,제주특별자치도 제주시 한림읍 협재리 2992,33.405266,126.228966,1884,0,1,0,4,3773,한림읍,제주시,7826109,109.7,270,음식점,1,876,10.03,0,38482491.7,0.2033680423037679,0,,,
CNTS_000000000020876,곰씨비씨게스트하우스,제주특별자치도 서귀포시 안덕면 창천리 817-1,33.234142,126.367134,1829,0,0,0,1,3658,안덕면,서귀포시,11308881,142.5,335,숙박,0,1036,6.31,0,13056845.1,0.8661266112439368,0,,,
CONT_000000000501079,쥬빌리펜션,제주특별자치도 서귀포시 안덕면 창천리 686-3,33.2420807,126.3691944,1699,1,0,0,2,3401,안덕면,서귀포시,11308881,142.5,335,숙박,0,1858,6.31,0,13056845.1,0.8661266112439368,0,,,
CNTS_000000000022646,흑돼지신화,제주특별자치도 서귀포시 안덕면 동광리 929-4,33.312626,126.33848,1931,0,1,7,0,3867,안덕면,서귀포시,11308881,142.5,335,음식점,1,386.8,6.31,0,13056845.1,0.8661266112439368,0,,,
CONT_000000000501089,테라피민박,제주특별자치도 제주시 조천읍 교래리 476-2,33.437164,126.675186,1722,0,1,0,0,3449,조천읍,제주시,9102603,134.3,300,숙박,0,1838,9.52,0,16587189.8,0.5487730658269793,0,,,
CNTS_000000000021088,배목수집,제주특별자치도 제주시 구좌읍 세화리 815,33.514587,126.85891,1837,0,0,2,1,3674,구좌읍,제주시,8197921,87.7,439,숙박,0,876,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_000000000020624,굄,제주특별자치도 제주시 애월읍 봉성리 산59-8,33.36723,126.35711,1490,0,1,8,0,2980,애월읍,제주시,13178838,173.6,403,음식점,1,3021,8.59,0,60903578.3,0.2163885664497976,0,,,
CONT_000000000501048,제주솔향기펜션,제주특별자치도 제주시 애월읍 소길동5길 6-60,33.42659,126.38202,943,0,0,1,0,1886,애월읍,제주시,13178838,173.6,403,숙박,0,6490,8.59,0,60903578.3,0.2163885664497976,0,,,
CNTS_200000000007464,밸런싱 요가,제주특별자치도 제주시 아라1동 2338-4,33.4791921,126.5431924,1958,0,0,0,0,3916,아라동,제주시,2434115,25.8,73,관광지,2,1064.3,9.77,0,15144822.2,0.1607225867597178,0,,,
CONT_000000000500765,A COTE 아꼬떼하우스,제주특별자치도 제주시 조천읍 선흘리 468-2,33.45713,126.71081,1419,1,0,0,1,2841,조천읍,제주시,9102603,134.3,300,숙박,0,3794,9.52,0,16587189.8,0.5487730658269793,0,,,
CNTS_000000000020213,포도호텔레스토랑,제주특별자치도 서귀포시 안덕면 상천리 산 62-3,33.315998,126.38764,1978,0,2,13,0,3966,안덕면,서귀포시,11308881,142.5,335,음식점,1,145.1,6.31,0,13056845.1,0.8661266112439368,0,,,
CNTS_000000000022868,불카분낭 (불타버린 나무),제주특별자치도 제주시 조천읍 선흘리 1136-2,33.510834,126.70725,1894,1,0,3,0,3791,조천읍,제주시,9102603,134.3,300,관광지,2,829,9.52,0,16587189.8,0.5487730658269793,0,,,
CNTS_000000000022440,유기농커피 카페다,제주특별자치도 제주시 조천읍 신촌리 2268,33.5375,126.61808,1888,0,0,9,0,3776,조천읍,제주시,9102603,134.3,300,음식점,1,876,9.52,0,16587189.8,0.5487730658269793,0,,,
CNTS_000000000022421,신양연안바다목장,제주특별자치도 서귀포시 성산읍,33.38106,126.876755,1897,0,0,5,0,3794,성산읍,서귀포시,9044676,123,288,관광지,2,876,5.8,0,23366366.2,0.3870809830926984,0,,,
CNTS_200000000007196,지꺼진밥상,제주특별자치도 제주시 용담3동 1129-2,33.5185392,126.4981208,1053,0,0,0,0,2106,용담2동,제주시,12013080,177.1,77,음식점,1,6652.9,41.08,0,10212835.2,1.1762727748705866,0,,,
CONT_000000000500903,볕들이펜션,제주특별자치도 서귀포시 성산읍 성산리 125-2,33.4627122,126.9351852,2025,0,0,2,2,4050,성산읍,서귀포시,9044676,123,288,숙박,0,106,5.8,0,23366366.2,0.3870809830926984,0,,,
CNTS_000000000001443,옹포별장가든,제주특별자치도 제주시 한림읍 옹포리 314-2,33.40497,126.25798,1918,0,0,3,1,3836,한림읍,제주시,7826109,109.7,270,음식점,1,876,10.03,0,38482491.7,0.2033680423037679,0,,,
CNTS_000000000021087,마레벤또,제주특별자치도 제주시 애월읍 애월리 2501-1,33.46261,126.31173,1736,0,0,5,0,3472,애월읍,제주시,13178838,173.6,403,음식점,1,1630,8.59,0,60903578.3,0.2163885664497976,0,,,
CNTS_200000000007349,제주웅담,제주특별자치도 제주시 한림읍 한림리 1587-2,33.4146732,126.2613821,1921,1,0,4,1,3845,한림읍,제주시,7826109,109.7,270,음식점,1,876,10.03,0,38482491.7,0.2033680423037679,0,,,
CNTS_000000000021033,예초리해변,제주특별자치도 제주시 추자면 예초리,33.95313,126.33361,1563,0,0,4,0,3126,추자면,제주시,823407,19,101,관광지,2,3649,2.18,0,1097795.8,0.7500547916106073,0,,,
CNTS_000000000022407,루스트플레이스 제원점,"제주특별자치도 제주시 연동 284-5 , 2층",33.48558,126.49288,1417,0,0,0,0,2834,연동,제주시,12933413,347.2,187,음식점,1,3990,27.7,0,15770385,0.8201076257808544,0,,,
CNTS_000000000020636,제주에살다,제주특별자치도 서귀포시 성산읍 온평리 1118-2,33.399765,126.90398,1914,0,2,5,0,3838,성산읍,서귀포시,9044676,123,288,숙박,0,876,5.8,0,23366366.2,0.3870809830926984,0,,,
CNTS_200000000008353,코코리파이프,제주특별자치도 제주시 애월읍 하귀1리 336-3,33.4887078,126.4145642,1978,2,1,7,6,3967,애월읍,제주시,13178838,173.6,403,음식점,1,177.1,8.59,0,60903578.3,0.2163885664497976,0,,,
CNTS_000000000001077,서귀포갈비,제주특별자치도 서귀포시 동홍동 450-69,33.252373,126.56801,2044,0,0,0,2,4088,동흥동,서귀포시,899817,19,24,음식점,1,876,16.86,0,232830.1,3.864693611350079,0,,,
CONT_000000000500222,밝은오름,제주특별자치도 제주시 한림읍 금악리 산 15,33.35184698,126.3145414,2014,2,0,1,1,4034,한림읍,제주시,7826109,109.7,270,관광지,2,373.1,10.03,0,38482491.7,0.2033680423037679,0,,,
CNTS_200000000007135,세러데이아일랜드,제주특별자치도 제주시 구좌읍 평대리 2007-1,33.5277017,126.8392989,1847,0,0,7,0,3694,구좌읍,제주시,8197921,87.7,439,음식점,1,1051,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_000000000018960,산호풍경,제주특별자치도 제주시 우도면 연평리 2516-2,33.50263,126.94384,1275,0,1,0,0,2555,우도면,제주시,1710982,31.7,134,음식점,1,5466,2.26,0,4055278.5,0.421914796,0,,,
CONT_000000000500876,물메랑,제주특별자치도 제주시 애월읍 수산리 797-1,33.4721057,126.3913346,1877,0,0,2,0,3754,애월읍,제주시,13178838,173.6,403,숙박,0,876,8.59,0,60903578.3,0.2163885664497976,0,,,
CNTS_000000000022224,황금무지개,제주특별자치도 서귀포시 표선면 표선리 780-3,33.323322,126.83222,1974,0,0,1,1,3948,표선면,서귀포시,5707617,99.4,183,음식점,1,876,8,0,30090733.4,0.1896802222839806,0,,,
CNTS_000000000021001,아일랜드조르바,제주특별자치도 제주시 구좌읍 평대리 1958-7,33.535576,126.83914,1880,0,1,8,0,3765,구좌읍,제주시,8197921,87.7,439,음식점,1,876,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_000000000001207,우정횟집,제주특별자치도 제주시 건입동 1319-31,33.517662,126.5284,1866,0,1,0,0,3737,건입동,제주시,2821681,26.4,57,음식점,1,1987,29.22,0,118303.2,23.851265223594968,0,,,
CNTS_000000000022490,엠버리조트,제주특별자치도 제주시 노형동 310-2,33.423725,126.48906,1669,0,0,0,3,3338,노형동,제주시,7543251,657.8,135,숙박,0,2300,16.24,0,8329103.7,0.905649788,0,,,
CONT_000000000500886,바다드림,제주특별자치도 제주시 용담삼동 2282,33.5181481,126.4949383,1594,0,0,1,1,3188,용담2동,제주시,12013080,177.1,77,숙박,0,3537,41.08,0,10212835.2,1.1762727748705866,0,,,
CNTS_000000000020716,함덕산티아고게스트하우스,제주특별자치도 제주시 조천읍 신촌리 2043,33.538887,126.62247,1943,0,1,0,0,3891,조천읍,제주시,9102603,134.3,300,숙박,0,876,9.52,0,16587189.8,0.5487730658269793,0,,,
CNTS_000000000022749,바이올가 영어마을점,제주특별자치도 서귀포시 대정읍 보성리 2372-2,33.2582832,126.2706274,2113,0,0,0,0,4226,대정읍,서귀포시,4956729,65.2,171,쇼핑,5,212,9.65,0,1397166.1,3.547702023402944,0,,,
CNTS_000000000018280,늘바다통나무펜션,제주특별자치도 서귀포시 안덕면 창천리 901-6,33.237247,126.3636731,1939,0,0,2,0,3878,안덕면,서귀포시,11308881,142.5,335,숙박,0,876,6.31,0,13056845.1,0.8661266112439368,0,,,
CNTS_000000000022379,다담은,제주특별자치도 제주시 외도1동 639-3,33.486088,126.43191,2078,0,0,5,0,4156,외도동,제주시,1389162,19,25,음식점,1,876,27.5,0,286078.7,4.855873576,0,,,
CNTS_000000000020733,동양식당,제주특별자치도 제주시 일도1동 1136-2,33.512634,126.528854,1752,0,1,6,0,3509,일도1동,제주시,907667,48.7,24,음식점,1,2889,66.92,0,25857.9,35.10211579439939,0,,,
CNTS_000000000018579,해적카페,제주특별자치도 제주시 우도면 연평리 1200-1,33.5147,126.95677,2036,0,1,3,1,4077,우도면,제주시,1710982,31.7,134,음식점,1,876,2.26,0,4055278.5,0.421914796,0,,,
CNTS_000000000001186,백사장횟집(백사장회센터),제주특별자치도 서귀포시 표선면 표선리 45-11,33.32623,126.844284,1692,0,1,0,0,3389,표선면,서귀포시,5707617,99.4,183,음식점,1,2855,8,0,30090733.4,0.1896802222839806,0,,,
CNTS_000000000019110,블루마린,제주특별자치도 서귀포시 표선면 표선리 1282,33.311348,126.83387,2024,1,0,3,1,4051,표선면,서귀포시,5707617,99.4,183,숙박,0,876,8,0,30090733.4,0.1896802222839806,0,,,
CNTS_000000000020200,소라횟집,제주특별자치도 제주시 구좌읍 평대리 515-67,33.5323482,126.8463073,1930,0,1,6,2,3865,구좌읍,제주시,8197921,87.7,439,음식점,1,876,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_000000000022413,카페더몹시,제주특별자치도 제주시 외도2동 319-1,33.49453,126.433655,1937,0,0,2,0,3874,외도동,제주시,1389162,19,25,음식점,1,1907,27.5,0,286078.7,4.855873576,0,,,
CNTS_000000000021681,땅콩펜션,제주특별자치도 제주시 우도면 연평리 242-4,33.5011872,126.9675468,1252,0,0,1,3,2504,우도면,제주시,1710982,31.7,134,숙박,0,5957,2.26,0,4055278.5,0.421914796,0,,,
CNTS_000000000020454,하도리1091,제주특별자치도 제주시 구좌읍 하도13길 6,33.50871,126.88814,1659,0,2,9,0,3328,구좌읍,제주시,8197921,87.7,439,음식점,1,2583,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_000000000018238,발로바쉬,제주특별자치도 제주시 애월읍 곽지리 1500-1,33.4521196,126.3093209,1691,0,0,1,3,3382,애월읍,제주시,13178838,173.6,403,숙박,0,2402,8.59,0,60903578.3,0.2163885664497976,0,,,
CNTS_000000000021186,보말이야기,제주특별자치도 제주시 한림읍 협재리 2984,33.406,126.22901,2048,0,0,2,2,4096,한림읍,제주시,7826109,109.7,270,음식점,1,552,10.03,0,38482491.7,0.2033680423037679,0,,,
CNTS_000000000021031,추자연도교,제주특별자치도 제주시 추자면 영흥리 97-3,33.95409,126.3023,2120,1,0,2,0,4243,추자면,제주시,823407,19,101,관광지,2,609,2.18,0,1097795.8,0.7500547916106073,0,,,
CNTS_000000000021639,마라도해녀촌짜장,제주특별자치도 서귀포시 대정읍 가파리 588,33.119938,126.26721,2101,0,1,1,11,4207,대정읍,서귀포시,4956729,65.2,171,음식점,1,526,9.65,0,1397166.1,3.547702023402944,0,,,
CNTS_000000000020782,복댕이,제주특별자치도 서귀포시 성산읍 고성리 329-8,33.44761,126.91659,1995,0,1,5,1,3995,성산읍,서귀포시,9044676,123,288,음식점,1,876,5.8,0,23366366.2,0.3870809830926984,0,,,
CONT_000000000501377,채원일식,제주특별자치도 제주시 이도2동 314-6,33.504257,126.537544,2056,0,2,0,0,4122,이도2동,제주시,2396297,59.7,92,음식점,1,1064.3,78.99,0,1122941,2.133947375685811,0,,,
CNTS_000000000022734,게으르게,제주특별자치도 제주시 조천읍 함덕리 3377-1,33.5434,126.65419,1876,0,0,1,0,3752,조천읍,제주시,9102603,134.3,300,숙박,0,1669,9.52,0,16587189.8,0.5487730658269793,0,,,
CNTS_200000000008113,앙뚜아네트 삼다수마을점,제주특별자치도 제주시 조천읍 교래리 산 56-4,33.435052,126.6763858,1156,0,0,1,0,2312,조천읍,제주시,9102603,134.3,300,음식점,1,6205,9.52,0,16587189.8,0.5487730658269793,0,,,
CNTS_000000000022763,카페소금,제주특별자치도 제주시 애월읍 구엄리 1285-1,33.4825056,126.3761037,1958,0,1,10,0,3921,애월읍,제주시,13178838,173.6,403,음식점,1,876,8.59,0,60903578.3,0.2163885664497976,0,,,
CNTS_000000000001045,흑염소마루,제주특별자치도 서귀포시 남원읍 남원리 116-14,33.27901,126.71733,2185,0,0,0,3,4370,남원읍,서귀포시,4769707,45.4,171,음식점,1,193,10.06,0,4403900.6,1.0830641817846662,0,,,
